Episode 533: 1000 time steps, total rewards -97.00
Episode 534: 1000 time steps, total rewards -97.00
Episode 535: 1000 time steps, total rewards -102.00
Episode 536: 1000 time steps, total rewards -100.00
Episode 537: 1000 time steps, total rewards -97.00
Episode 538: 1000 time steps, total rewards -100.00
Episode 539: 1000 time steps, total rewards -97.00
Episode 540: 1000 time steps, total rewards -94.00
Episode 541: 1000 time steps, total rewards -97.00
Episode 542: 1000 time steps, total rewards -100.00
Episode 543: 1000 time steps, total rewards -102.00
Episode 544: 1000 time steps, total rewards -100.00
Episode 545: 1000 time steps, total rewards -104.00
Episode 546: 1000 time steps, total rewards -99.00
Episode 547: 1000 time steps, total rewards -100.00
Episode 548: 1000 time steps, total rewards -100.00
Episode 549: 1000 time steps, total rewards -97.00
Episode 550: 1000 time steps, total rewards -100.00
Episode 551: 1000 time steps, total rewards -97.00
Episode 552: 1000 time steps, total rewards -99.00
Episode 553: 1000 time steps, total rewards -94.00
Episode 554: 1000 time steps, total rewards -102.00
Episode 555: 1000 time steps, total rewards -104.00
Episode 556: 1000 time steps, total rewards -97.00
Episode 557: 1000 time steps, total rewards -100.00
Episode 558: 1000 time steps, total rewards -97.00
Episode 559: 1000 time steps, total rewards -102.00
Episode 560: 1000 time steps, total rewards -100.00
Episode 561: 1000 time steps, total rewards -96.00
Episode 562: 1000 time steps, total rewards -102.00
Episode 563: 1000 time steps, total rewards -97.00
Episode 564: 1000 time steps, total rewards -94.00
Episode 565: 1000 time steps, total rewards -100.00
Episode 566: 1000 time steps, total rewards -97.00
Episode 567: 1000 time steps, total rewards -97.00
Episode 568: 1000 time steps, total rewards -100.00
Episode 569: 1000 time steps, total rewards -100.00
Episode 570: 1000 time steps, total rewards -104.00
Episode 571: 1000 time steps, total rewards -97.00
Episode 572: 1000 time steps, total rewards -102.00
Episode 573: 1000 time steps, total rewards -100.00
Episode 574: 1000 time steps, total rewards -102.00
Episode 575: 1000 time steps, total rewards -97.00
Episode 576: 1000 time steps, total rewards -100.00
Episode 577: 1000 time steps, total rewards -100.00
Episode 578: 1000 time steps, total rewards -100.00
Episode 579: 1000 time steps, total rewards -100.00
Episode 580: 1000 time steps, total rewards -96.00
Episode 581: 1000 time steps, total rewards -102.00
Episode 582: 1000 time steps, total rewards -102.00
Episode 583: 1000 time steps, total rewards -102.00
Episode 584: 1000 time steps, total rewards -99.00
Episode 585: 1000 time steps, total rewards -97.00
Episode 586: 1000 time steps, total rewards -100.00
Episode 587: 1000 time steps, total rewards -97.00
Episode 588: 1000 time steps, total rewards -100.00
Episode 589: 1000 time steps, total rewards -100.00
Episode 590: 1000 time steps, total rewards -97.00
Episode 591: 1000 time steps, total rewards -102.00
Episode 592: 1000 time steps, total rewards -100.00
Episode 593: 1000 time steps, total rewards -100.00
Episode 594: 1000 time steps, total rewards -100.00
Episode 595: 1000 time steps, total rewards -104.00
Episode 596: 1000 time steps, total rewards -97.00
Episode 597: 1000 time steps, total rewards -100.00
Episode 598: 1000 time steps, total rewards -100.00
Episode 599: 1000 time steps, total rewards -97.00
Episode 600: 1000 time steps, total rewards -104.00
Episode 601: 1000 time steps, total rewards -97.00
Episode 602: 1000 time steps, total rewards -102.00
Episode 603: 1000 time steps, total rewards -100.00
Episode 604: 1000 time steps, total rewards -102.00
Episode 605: 1000 time steps, total rewards -97.00
Episode 606: 1000 time steps, total rewards -99.00
Episode 607: 1000 time steps, total rewards -102.00
